1,1,121.8,335.02,136.32,61.48000000000002,1,1,1.0
1,2,733.1,267.3,72.14999999999998,39.20999999999998,1,1,1.0
1,3,211.8,246.8,93.55000000000001,45.44999999999999,1,1,1.0
2,1,101.3,338.76,133.8,61.56999999999999,1,1,1.0
2,2,718.84,269.26,73.38999999999999,39.389999999999986,1,1,1.0
2,3,211.8,246.83,93.55000000000001,45.43999999999997,1,1,1.0
3,1,76.2,342.5,135.89,61.660000000000025,1,1,1.0
3,2,704.58,271.22,74.63999999999999,39.559999999999945,1,1,1.0
3,3,211.8,246.85,93.55000000000001,45.440000000000026,1,1,1.0
4,1,48.4,346.24,140.67,61.75,1,1,1.0
4,2,690.33,273.18,75.87,39.74000000000001,1,1,1.0
4,3,211.8,246.87,93.55000000000001,45.44999999999999,1,1,1.0
5,1,24.5,349.97,141.56,61.849999999999966,1,1,1.0
5,2,676.07,275.14,77.12,39.920000000000016,1,1,1.0
5,3,211.8,246.9,93.55000000000001,45.43999999999997,1,1,1.0
6,1,0.6,353.71,142.45000000000002,61.94,1,1,1.0
6,2,661.81,277.1,78.36000000000001,40.099999999999966,1,1,1.0
6,3,211.8,246.92,93.55000000000001,45.440000000000026,1,1,1.0
7,1,0.48,357.45,119.55,62.03000000000003,1,1,1.0
7,2,647.56,279.06,79.60000000000002,40.27999999999997,1,1,1.0
7,3,211.8,246.94,93.55000000000001,45.44999999999999,1,1,1.0
8,1,0.37,361.19,96.64999999999999,62.120000000000005,1,1,1.0
8,2,633.3,281.02,80.84000000000003,40.460000000000036,1,1,1.0
8,3,211.8,246.96,93.55000000000001,45.45000000000002,1,1,1.0
9,1,0.25,364.92,73.75,62.21999999999997,1,1,1.0
9,2,619.04,282.98,82.09000000000003,40.639999999999986,1,1,1.0
9,3,211.8,246.99,93.55000000000001,45.44,1,1,1.0
10,1,1.1,368.66,50.91,62.31,1,1,1.0
10,2,604.78,284.94,83.33000000000004,40.81999999999999,1,1,1.0
10,3,211.8,247.01,93.55000000000001,45.44999999999999,1,1,1.0
11,1,0.61,372.4,28.5,62.400000000000034,1,1,1.0
11,2,590.53,286.9,84.57000000000005,41.0,1,1,1.0
11,3,211.8,247.03,93.55000000000001,45.45000000000002,1,1,1.0
12,2,576.27,289.58,84.57000000000005,40.99000000000001,1,1,1.0
12,3,211.8,247.06,93.55000000000001,45.44,1,1,1.0
13,2,559.25,291.54,86.26999999999998,42.870000000000005,1,1,1.0
13,3,211.8,247.08,93.55000000000001,45.44999999999996,1,1,1.0
14,2,542.23,293.5,87.96000000000004,44.74000000000001,1,1,1.0
14,3,211.8,247.1,93.55000000000001,45.45000000000002,1,1,1.0
15,2,525.21,295.46,89.65999999999997,46.610000000000014,1,1,1.0
15,3,211.8,247.13,93.55000000000001,45.44,1,1,1.0
16,2,508.19,297.43,91.35999999999996,48.46999999999997,1,1,1.0
16,3,211.8,247.15,93.55000000000001,45.45000000000002,1,1,1.0
17,2,491.17,299.39,93.05000000000001,50.35000000000002,1,1,1.0
17,3,211.8,247.17,93.55000000000001,45.45000000000002,1,1,1.0
18,2,474.15,301.35,94.75,52.21999999999997,1,1,1.0
18,3,211.8,247.2,93.55000000000001,45.44,1,1,1.0
19,2,457.13,303.31,96.44000000000005,54.089999999999975,1,1,1.0
19,3,211.8,247.22,93.55000000000001,45.440000000000026,1,1,1.0
20,2,440.11,305.28,98.13999999999999,55.950000000000045,1,1,1.0
20,3,211.8,247.24,93.55000000000001,45.44999999999999,1,1,1.0
21,2,423.09,307.24,99.82999999999998,57.829999999999984,1,1,1.0
21,3,211.8,247.27,93.55000000000001,45.43999999999997,1,1,1.0
22,2,406.07,309.2,101.53000000000003,59.69999999999999,1,1,1.0
22,3,211.8,247.29,93.55000000000001,45.440000000000026,1,1,1.0
23,2,385.58,312.47,104.0,60.389999999999986,1,1,1.0
23,3,211.8,247.31,93.55000000000001,45.44999999999999,1,1,1.0
24,2,365.08,315.73,106.48000000000002,61.089999999999975,1,1,1.0
24,3,211.8,247.34,93.55000000000001,45.43999999999997,1,1,1.0
25,2,344.58,319.0,108.94999999999999,61.77999999999997,1,1,1.0
25,3,211.8,247.36,93.55000000000001,45.44,1,1,1.0
26,2,324.09,322.27,111.42000000000002,62.47000000000003,1,1,1.0
26,3,211.8,247.38,93.55000000000001,45.44999999999999,1,1,1.0
27,2,303.59,325.53,113.90000000000003,63.170000000000016,1,1,1.0
27,3,211.8,247.4,93.55000000000001,45.45000000000002,1,1,1.0
28,2,283.1,328.8,116.37,63.860000000000014,1,1,1.0
28,3,211.8,247.43,93.55000000000001,45.44,1,1,1.0
29,2,262.6,332.07,118.83999999999997,64.55000000000001,1,1,1.0
29,3,211.8,247.45,93.55000000000001,45.44999999999999,1,1,1.0
30,2,242.11,335.33,121.31,65.25,1,1,1.0
30,3,211.8,247.47,93.55000000000001,45.45000000000002,1,1,1.0
31,2,221.61,338.6,123.78999999999996,65.94,1,1,1.0
31,3,211.8,247.5,93.55000000000001,45.44,1,1,1.0
32,2,199.52,342.88,126.42999999999998,67.55000000000001,1,1,1.0
32,3,211.8,247.52,93.55000000000001,45.45000000000002,1,1,1.0
33,2,177.42,347.16,129.08,69.14999999999998,1,1,1.0
33,3,211.8,247.54,93.55000000000001,45.45000000000002,1,1,1.0
34,2,153.24,351.44,132.86,70.75999999999999,1,1,1.0
34,3,211.8,247.57,93.55000000000001,45.44,1,1,1.0
35,2,129.07,355.72,136.63,72.36999999999995,1,1,1.0
35,3,211.8,247.59,93.55000000000001,45.45000000000002,1,1,1.0
36,2,104.9,360.0,140.4,73.97000000000003,1,1,1.0
36,3,211.8,247.61,93.55000000000001,45.44999999999999,1,1,1.0
37,2,76.03,365.17,145.07,75.57999999999998,1,1,1.0
37,3,211.8,247.64,93.55000000000001,45.44,1,1,1.0
38,2,48.3,369.23,148.63,77.18,1,1,1.0
38,3,211.8,247.66,93.55000000000001,45.440000000000026,1,1,1.0
39,2,19.0,373.29,153.75,78.77999999999997,1,1,1.0
39,3,211.8,247.68,93.55000000000001,45.44999999999999,1,1,1.0
40,2,0.0,377.34,148.58,80.40000000000003,1,1,1.0
40,3,211.8,247.71,93.55000000000001,45.43999999999997,1,1,1.0
41,2,0.62,381.4,123.78999999999999,82.0,1,1,1.0
41,3,211.8,247.73,93.55000000000001,45.440000000000026,1,1,1.0
42,2,0.62,381.4,101.47999999999999,82.0,1,1,1.0
42,3,211.8,247.75,93.55000000000001,45.44999999999999,1,1,1.0
43,2,0.62,388.5,79.17999999999999,74.89999999999998,1,1,1.0
43,3,211.8,247.77,93.55000000000001,45.45000000000002,1,1,1.0
44,2,0.62,400.1,49.78,63.299999999999955,1,1,1.0
44,3,211.8,247.8,93.55000000000001,45.44,1,1,1.0
45,2,0.62,411.7,23.98,51.69999999999999,1,1,1.0
45,3,211.8,247.82,93.55000000000001,45.44999999999999,1,1,1.0
46,3,211.8,247.84,93.55000000000001,45.45000000000002,1,1,1.0
47,3,211.8,247.87,93.55000000000001,45.44,1,1,1.0
48,3,211.8,247.89,93.55000000000001,45.44999999999999,1,1,1.0
49,3,211.8,247.91,93.55000000000001,45.45000000000002,1,1,1.0
50,3,211.8,247.94,93.55000000000001,45.44,1,1,1.0
51,3,211.8,247.96,93.55000000000001,45.45000000000002,1,1,1.0
52,3,211.8,247.98,93.55000000000001,45.45000000000002,1,1,1.0
52,4,950.5,225.42,8.019999999999982,64.15,1,1,1.0
53,3,211.8,248.01,93.55000000000001,45.44,1,1,1.0
53,4,945.51,225.42,13.009999999999991,65.14000000000001,1,1,1.0
54,3,211.8,248.03,93.55000000000001,45.45000000000002,1,1,1.0
54,4,940.52,225.42,18.0,66.12000000000003,1,1,1.0
55,3,211.8,248.05,93.55000000000001,45.44999999999999,1,1,1.0
55,4,935.53,225.42,22.99000000000001,67.1,1,1,1.0
56,3,211.8,248.08,93.55000000000001,45.43999999999997,1,1,1.0
56,4,930.54,225.42,27.980000000000018,68.08000000000001,1,1,1.0
57,3,211.8,248.1,93.55000000000001,45.440000000000026,1,1,1.0
57,4,925.55,225.42,32.960000000000036,69.07000000000002,1,1,1.0
58,3,211.8,248.12,93.55000000000001,45.44999999999999,1,1,1.0
58,4,920.56,225.42,37.950000000000045,70.05000000000004,1,1,1.0
59,3,211.8,248.15,93.55000000000001,45.43999999999997,1,1,1.0
59,4,915.57,225.42,42.93999999999994,71.03,1,1,1.0
60,3,211.8,248.17,93.55000000000001,45.440000000000026,1,1,1.0
60,4,910.58,225.42,47.92999999999995,72.01000000000002,1,1,1.0
61,3,211.8,248.19,93.55000000000001,45.44999999999999,1,1,1.0
61,4,905.59,225.42,52.91999999999996,73.00000000000003,1,1,1.0
62,3,211.8,248.21,93.55000000000001,45.45000000000002,1,1,1.0
62,4,900.6,225.42,57.90999999999997,73.97999999999999,1,1,1.0
63,3,211.8,248.24,93.55000000000001,45.44,1,1,1.0
63,4,894.18,225.68,64.42000000000007,75.14999999999998,1,1,1.0
64,3,211.8,248.26,93.55000000000001,45.44999999999999,1,1,1.0
64,4,887.77,225.95,70.92000000000007,76.31,1,1,1.0
65,3,211.8,248.28,93.55000000000001,45.45000000000002,1,1,1.0
65,4,881.35,226.22,77.42999999999995,77.47,1,1,1.0
66,3,211.8,248.31,93.55000000000001,45.44,1,1,1.0
66,4,874.94,226.49,83.92999999999995,78.63,1,1,1.0
67,3,211.8,248.33,93.55000000000001,45.44999999999996,1,1,1.0
67,4,868.52,226.76,90.44000000000005,79.79000000000002,1,1,1.0
68,3,211.8,248.35,93.55000000000001,45.45000000000002,1,1,1.0
68,4,862.1,227.03,96.94999999999993,80.95000000000002,1,1,1.0
69,3,211.8,248.38,93.55000000000001,45.44,1,1,1.0
69,4,855.69,227.29,103.43999999999994,82.12000000000003,1,1,1.0
70,3,211.8,248.4,93.55000000000001,45.45000000000002,1,1,1.0
70,4,849.27,227.56,109.95000000000005,83.27999999999997,1,1,1.0
71,3,211.8,248.42,93.55000000000001,45.45000000000002,1,1,1.0
71,4,842.86,227.83,116.44999999999993,84.43999999999997,1,1,1.0
72,3,211.8,248.45,93.55000000000001,45.44,1,1,1.0
72,4,836.44,228.1,122.95999999999992,85.6,1,1,1.0
